question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The boy that the parents inform,has,have,15147
Choose the correct verb form for the following sentence: The woman that the drivers influence,has,have,15153
Choose the correct verb form for the following sentence: The poet that the parents follow,is,are,15155
Choose the correct verb form for the following sentence: The poets that the minister describes,go,goes,15162
Choose the correct verb form for the following sentence: The uncles that the executives inform,have,has,15172
Choose the correct verb form for the following sentence: The mothers that the chef informs,do,does,15180
Choose the correct verb form for the following sentence: The farmers that the architects describe,go,goes,15186
Choose the correct verb form for the following sentence: The victims that the executive forgives,are,is,15187
Choose the correct verb form for the following sentence: The men that the chef likes,are,is,15205
Choose the correct verb form for the following sentence: The lawyer that the drivers like,does,do,15207
Choose the correct verb form for the following sentence: The lawyers that the dancers describe,go,goes,15211
Choose the correct verb form for the following sentence: The poet that the minister likes,does,do,15213
Choose the correct verb form for the following sentence: The friends that the chefs follow,go,goes,15231
Choose the correct verb form for the following sentence: The uncles that the assistant calls,go,goes,15240
Choose the correct verb form for the following sentence: The boy that the assistant hates,has,have,15241
Choose the correct verb form for the following sentence: The uncle that the drivers inform,does,do,15252
Choose the correct verb form for the following sentence: The father that the architects call,has,have,15257
Choose the correct verb form for the following sentence: The doctors that the chefs praise,have,has,15260
Choose the correct verb form for the following sentence: The father that the architect follows,is,are,15263
Choose the correct verb form for the following sentence: The poets that the architect likes,have,has,15265
